-0.999200	0.000000	0.000082 
-0.997199	0.000000	0.000086 
-0.995199	0.000000	0.000089 
-0.993199	0.000000	0.000093 
-0.991198	0.000000	0.000097 
-0.989198	0.000000	0.000100 
-0.987197	0.000000	0.000104 
-0.985197	0.000000	0.000109 
-0.983197	0.000000	0.000113 
-0.981196	0.000000	0.000118 
-0.979196	0.000000	0.000122 
-0.977195	0.000000	0.000127 
-0.975195	0.000000	0.000132 
-0.973195	0.000000	0.000137 
-0.971194	0.000000	0.000143 
-0.969194	0.000000	0.000149 
-0.967193	0.000000	0.000154 
-0.965193	0.000000	0.000161 
-0.963193	0.000000	0.000167 
-0.961192	0.000000	0.000173 
-0.959192	0.000000	0.000180 
-0.957191	0.000000	0.000187 
-0.955191	0.000000	0.000195 
-0.953191	0.000000	0.000202 
-0.951190	0.000000	0.000210 
-0.949190	0.000000	0.000218 
-0.947189	0.000000	0.000227 
-0.945189	0.000000	0.000235 
-0.943189	0.000000	0.000244 
-0.941188	0.000000	0.000254 
-0.939188	0.000000	0.000263 
-0.937187	0.000000	0.000273 
-0.935187	0.000000	0.000284 
-0.933187	0.000000	0.000295 
-0.931186	0.000000	0.000306 
-0.929186	0.000000	0.000318 
-0.927185	0.000000	0.000330 
-0.925185	0.000000	0.000342 
-0.923185	0.000000	0.000355 
-0.921184	0.000000	0.000368 
-0.919184	0.000000	0.000382 
-0.917183	0.000000	0.000396 
-0.915183	0.000000	0.000411 
-0.913183	0.000000	0.000426 
-0.911182	0.000000	0.000442 
-0.909182	0.000000	0.000459 
-0.907181	0.000000	0.000476 
-0.905181	0.000000	0.000493 
-0.903181	0.000000	0.000511 
-0.901180	0.000000	0.000530 
-0.899180	0.000000	0.000550 
-0.897179	0.000000	0.000570 
-0.895179	0.000000	0.000591 
-0.893179	0.000000	0.000612 
-0.891178	0.000000	0.000634 
-0.889178	0.000000	0.000657 
-0.887177	0.000000	0.000681 
-0.885177	0.000000	0.000706 
-0.883177	0.000000	0.000731 
-0.881176	0.000000	0.000757 
-0.879176	0.000000	0.000784 
-0.877175	0.000000	0.000812 
-0.875175	0.000000	0.000841 
-0.873175	0.000000	0.000871 
-0.871174	0.000000	0.000902 
-0.869174	0.000000	0.000934 
-0.867173	0.000000	0.000967 
-0.865173	0.000000	0.001001 
-0.863173	0.000000	0.001037 
-0.861172	0.000000	0.001073 
-0.859172	0.000000	0.001111 
-0.857171	0.000000	0.001149 
-0.855171	0.000000	0.001189 
-0.853171	0.000000	0.001231 
-0.851170	0.000000	0.001274 
-0.849170	0.000000	0.001318 
-0.847169	0.000000	0.001363 
-0.845169	0.000000	0.001410 
-0.843169	0.000000	0.001458 
-0.841168	0.000000	0.001508 
-0.839168	0.000000	0.001560 
-0.837167	0.000000	0.001613 
-0.835167	0.000000	0.001668 
-0.833167	0.000000	0.001725 
-0.831166	0.000000	0.001783 
-0.829166	0.000000	0.001843 
-0.827165	0.000000	0.001905 
-0.825165	0.000000	0.001969 
-0.823165	0.000000	0.002035 
-0.821164	0.000000	0.002103 
